Hugo_Symbol	Entrez_Gene_Id	TCGA-43-7657	TCGA-58-8386	TCGA-22-5478	TCGA-22-5472	TCGA-43-5670	TCGA-60-2709	TCGA-22-5489	TCGA-77-8007	TCGA-22-5471	TCGA-22-4609	TCGA-22-5482	TCGA-56-8082	TCGA-22-5483	TCGA-56-8623	TCGA-33-4587	TCGA-56-7579	TCGA-43-3394	TCGA-34-8454	TCGA-77-7338	TCGA-43-6143	TCGA-43-6773	TCGA-51-4080	TCGA-34-7107	TCGA-39-5040	TCGA-43-6771	TCGA-92-7340	TCGA-77-7138	TCGA-77-7142	TCGA-56-7823	TCGA-22-5491	TCGA-22-5481	TCGA-90-7767	TCGA-77-8008	TCGA-56-7730	TCGA-33-6737	TCGA-56-7582	TCGA-56-7731	TCGA-77-7337	TCGA-43-7658	TCGA-56-8201	TCGA-85-7710	TCGA-56-7580	TCGA-43-6647	TCGA-90-6837	TCGA-56-8083	TCGA-51-4079	TCGA-56-7222	TCGA-22-4593	TCGA-51-4081	TCGA-56-8309
ANO8	57719	107.38	110.43	116.78	100.13	115.97	67.59	98.73	99.43	108.14	109.66	115.16	116.78	91.41	193.01	67.59	113.56	127.0	138.1	82.29	92.7	131.51	169.07	108.9	60.39	119.26	99.43	124.37	84.04	169.07	83.45	97.36	125.24	120.94	96.68	87.03	136.19	87.65	72.01	102.97	150.17	109.66	108.14	115.97	123.5	143.01	194.36	82.87	75.11	193.01	126.12
TCP11X1	100996648	0.95	0.0	0.42	3.41	23.25	0.0	4.74	0.0	0.0	0.0	0.41	0.39	0.0	18.43	0.0	3.17	0.97	0.0	0.95	0.0	10.55	0.39	0.0	0.0	0.0	0.0	3.26	0.0	3.11	0.0	0.0	6.41	0.0	1.48	1.97	7.75	0.0	3.29	3.2	0.43	0.0	0.0	0.93	0.0	0.4	0.0	0.0	0.0	0.99	5.68
PCGF1	84759	457.25	532.74	392.44	368.65	567.1	607.87	497.0	384.34	444.72	420.68	397.93	358.54	371.22	525.39	693.58	500.46	397.93	376.41	507.46	457.25	368.65	441.64	318.57	543.96	435.55	373.81	518.15	470.14	486.75	555.41	525.39	536.45	417.77	607.87	373.81	460.44	426.57	486.75	547.75	432.53	559.28	514.56	460.44	325.29	476.71	432.53	591.22	379.04	587.13	532.74
C1orf185	284546	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STAT2	6773	1794.29	1963.57	2090.03	2090.03	1936.53	961.07	1745.2	1909.85	1508.65	1844.76	2163.77	1359.57	1662.49	2400.97	1216.75	2303.12	1397.83	1963.57	1378.57	1844.76	5329.3	2609.3	2209.26	1295.13	1561.89	1857.6	2468.49	1991.0	2148.82	1286.18	1651.0	1977.24	2018.8	1066.48	1883.54	2520.38	1081.39	1963.57	1721.16	1605.83	2976.74	2895.31	1407.55	2018.8	1427.22	2255.7	1806.78	1250.98	3235.01	2351.53
GJD2	57369	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MOSPD1	56180	191.67	215.77	212.78	226.54	214.27	295.11	185.11	209.84	197.09	214.27	198.47	208.38	186.4	199.85	275.28	218.79	201.25	197.09	197.09	178.77	206.94	167.9	212.78	277.2	159.9	242.88	202.66	241.19	215.77	182.55	171.45	218.79	158.79	173.85	186.4	234.57	173.85	204.07	202.66	171.45	226.54	248.0	178.77	205.5	170.25	199.85	195.72	229.72	212.78	189.02
NFS1	9054	392.44	403.5	395.18	373.81	371.22	242.88	417.77	426.57	412.0	389.72	397.93	209.84	368.65	500.46	312.0	409.15	358.54	379.04	423.61	400.71	403.5	379.04	400.71	336.79	320.8	295.11	392.44	460.44	395.18	373.81	463.65	387.02	373.81	432.53	358.54	384.34	264.03	366.09	423.61	371.22	423.61	420.68	339.14	320.8	371.22	379.04	412.0	336.79	441.64	429.54
FOXN3	1112	616.37	555.41	954.43	813.63	791.35	571.05	579.04	384.34	536.45	775.05	759.08	612.11	603.67	624.99	327.56	718.08	698.41	854.13	559.28	620.67	842.36	713.11	693.58	327.56	708.18	1081.39	656.11	791.35	633.73	543.96	503.95	616.37	420.68	426.57	988.12	688.78	500.46	819.3	540.19	703.28	624.99	785.88	813.63	902.89	718.08	733.19	493.56	521.76	543.96	612.11
ST6GALNAC3	256435	92.05	69.52	158.79	67.12	50.63	170.25	60.39	68.55	77.25	92.7	140.04	120.1	58.3	48.52	120.1	46.18	72.01	137.14	67.12	56.28	120.1	71.0	62.56	155.5	92.7	115.97	113.56	111.21	49.91	106.63	58.71	64.8	105.15	38.4	143.01	102.97	92.05	127.0	110.43	101.54	58.71	74.06	85.22	71.0	161.02	92.7	43.63	84.04	47.17	50.98
USP30	84749	249.73	224.97	226.54	248.0	194.36	169.07	283.05	158.79	229.72	167.9	198.47	134.3	169.07	205.5	204.07	190.34	273.37	204.07	242.88	217.27	151.22	237.86	201.25	143.01	157.68	224.97	226.54	281.09	239.52	241.19	244.57	189.02	170.25	164.42	229.72	251.48	112.77	275.28	237.86	201.25	248.0	242.88	204.07	189.02	229.72	208.38	234.57	193.01	218.79	242.88
DTWD2	285605	60.82	53.19	66.65	83.45	62.56	35.5	52.45	48.87	65.72	71.0	51.71	36.27	54.33	36.79	58.71	58.71	90.14	52.82	59.97	43.02	55.1	50.98	47.17	57.89	37.85	81.71	52.08	75.11	82.29	36.79	43.94	54.72	48.52	29.06	61.25	53.57	30.56	60.39	43.94	49.56	66.65	56.28	55.89	48.52	43.32	37.59	71.0	49.21	54.72	43.63
MYOC	4653	124.37	98.04	16.51	299.25	215.77	47.84	133.36	27.25	49.91	61.25	139.07	211.31	24.28	53.57	201.25	35.76	119.26	647.07	62.12	1127.35	49.21	209.84	20.26	21.01	25.17	71.0	45.21	64.8	15.91	48.52	127.0	41.81	26.28	21.78	432.53	32.13	14.67	202.66	42.71	137.14	49.56	70.51	279.14	12.27	90.14	28.65	16.63	51.71	26.86	42.41
CMAS	55907	511.0	536.45	490.14	555.41	543.96	457.25	518.15	571.05	503.95	435.55	514.56	366.09	493.56	616.37	536.45	647.07	567.1	579.04	587.13	470.14	555.41	450.94	426.57	397.93	346.29	571.05	603.67	647.07	563.18	486.75	500.46	493.56	525.39	473.41	497.0	497.0	414.87	603.67	587.13	473.41	529.06	775.05	397.93	426.57	483.38	414.87	507.46	490.14	371.22	651.58
FBXW7	55294	303.44	329.84	256.78	277.2	343.89	309.83	251.48	224.97	211.31	307.69	291.04	368.65	232.94	249.73	229.72	262.2	312.0	293.07	269.6	363.56	269.6	212.78	387.02	273.37	341.51	329.84	279.14	295.11	271.48	262.2	244.57	281.09	301.33	237.86	297.17	381.68	241.19	264.03	209.84	275.28	371.22	339.14	248.0	339.14	256.78	283.05	239.52	206.94	371.22	206.94
SLC25A25	114789	470.14	1001.93	988.12	307.69	651.58	1457.23	483.38	525.39	1023.0	1745.2	896.64	2367.9	961.07	1208.34	376.41	490.14	825.0	521.76	921.88	825.0	1651.0	466.88	2434.5	1250.98	1977.24	713.11	450.94	314.17	836.53	890.44	599.49	1167.14	674.59	612.11	551.56	447.82	1697.45	262.2	470.14	2485.67	239.52	242.88	878.17	1477.58	444.72	2148.82	599.49	567.1	1350.18	361.04
KIF24	347240	29.48	12.09	13.42	32.36	85.82	10.55	34.75	15.8	32.59	7.51	21.63	15.68	18.43	27.64	8.32	36.53	29.48	6.31	6.16	6.06	51.35	18.7	9.06	6.11	5.36	20.56	13.83	7.57	27.25	3.35	10.96	29.7	10.88	38.4	28.86	26.86	7.69	9.27	30.56	12.55	26.47	19.11	10.71	10.0	6.01	9.93	3.32	6.94	14.14	61.25
C1orf198	84886	1991.0	1066.48	2400.97	1896.65	1457.23	1529.73	2384.37	693.58	2047.0	2224.63	2835.7	2335.28	1909.85	1781.89	1250.98	2664.15	1844.76	2047.0	2720.15	1208.34	587.13	2178.83	1030.12	1295.13	1572.76	2701.35	2104.58	3235.01	1936.53	2417.67	1909.85	2240.11	1407.55	1628.26	1819.35	2502.97	1447.15	2956.17	2537.92	2075.59	1001.93	1896.65	2271.4	1963.57	3665.02	2367.9	1407.55	1340.84	1359.57	1733.13
FOLH1	2346	54.33	22.92	16.75	48.52	76.17	31.45	25.91	58.71	24.99	46.5	82.87	58.3	59.13	23.25	30.12	44.57	33.06	53.95	58.3	49.56	46.5	25.54	31.0	19.53	29.91	80.57	30.78	51.71	56.68	37.59	24.11	52.82	32.13	23.93	71.5	84.04	26.67	23.25	32.36	23.25	27.44	39.22	41.81	108.9	32.59	24.63	17.25	25.91	26.1	38.12
CPT1A	1374	764.36	493.56	647.07	775.05	679.29	423.61	599.49	555.41	688.78	591.22	813.63	633.73	642.59	543.96	497.0	679.29	651.58	708.18	470.14	480.04	759.08	738.29	738.29	444.72	679.29	802.41	941.27	915.51	665.29	587.13	802.41	733.19	738.29	493.56	1127.35	785.88	540.19	842.36	665.29	493.56	738.29	819.3	703.28	954.43	514.56	563.18	351.14	361.04	575.03	463.65
ZPLD1	131368	0.36	0.0	0.37	0.72	0.36	0.99	0.0	1.6	0.37	0.73	1.01	0.34	0.72	1.0	0.0	0.0	0.37	0.37	0.0	0.39	2.32	0.35	1.89	0.0	0.0	0.35	0.36	0.36	0.0	0.71	0.37	0.99	0.34	0.0	0.35	0.0	0.0	0.36	0.0	0.0	0.0	1.71	0.0	1.62	0.0	0.36	0.0	0.99	0.38	0.0
ZSWIM5	57643	52.08	43.63	47.5	54.33	47.17	20.11	47.5	26.47	48.52	50.98	52.45	26.86	49.91	41.22	37.85	55.1	51.35	57.49	45.85	52.08	40.07	54.72	45.53	29.27	41.52	48.87	54.72	58.71	59.55	53.95	60.82	47.84	22.26	36.79	41.81	65.26	16.63	49.91	44.57	43.32	43.63	67.59	49.91	67.59	46.84	63.89	50.27	39.5	40.07	52.08
FAM215A	0	3.69	2.56	3.08	0.53	2.07	1.1	5.96	2.61	2.76	2.2	1.14	1.07	0.0	1.13	5.32	0.79	0.87	0.0	1.48	4.46	9.93	2.03	0.96	2.27	0.51	4.82	0.0	2.12	2.89	2.12	2.78	0.48	0.47	0.0	1.71	0.78	1.73	0.0	4.78	2.51	5.92	2.48	2.73	4.46	1.13	2.1	2.73	1.41	1.53	2.61
WDR12	55759	435.55	476.71	251.48	497.0	381.68	371.22	356.05	785.88	353.59	361.04	363.56	180.02	318.57	312.0	607.87	483.38	237.86	358.54	363.56	406.31	403.5	249.73	329.84	460.44	316.37	312.0	343.89	426.57	423.61	255.0	361.04	346.29	688.78	277.2	303.44	444.72	454.09	356.05	314.17	231.32	583.07	503.95	271.48	353.59	242.88	191.67	441.64	629.35	314.17	358.54
COLCA2	120376	80.57	70.01	66.18	62.56	81.71	47.84	105.89	47.17	115.97	48.87	61.68	102.25	32.13	144.01	83.45	91.41	115.97	60.39	69.52	69.03	72.52	57.08	40.07	34.75	27.84	53.95	69.03	76.71	75.11	46.84	60.82	98.73	44.89	118.43	58.71	118.43	22.92	61.68	112.77	101.54	81.71	68.55	56.68	43.63	79.45	76.71	59.13	32.82	46.5	127.89
CEP76	79959	80.01	91.41	82.87	88.88	80.57	62.12	75.64	73.54	72.01	76.71	108.14	50.63	53.19	80.57	105.89	100.13	75.11	66.65	70.51	52.08	89.51	76.17	52.45	64.8	54.33	74.58	82.87	80.01	72.01	48.87	79.45	78.89	78.34	52.45	63.0	81.71	41.22	94.01	61.25	62.56	108.14	79.45	54.72	63.45	65.26	62.56	93.35	57.49	78.89	66.65
ARHGAP4	393	934.76	1745.2	842.36	688.78	1030.12	753.83	723.08	1340.84	563.18	703.28	848.22	1073.91	796.86	1923.14	785.88	1359.57	915.51	1447.15	486.75	1073.91	1088.92	1259.69	1175.27	1127.35	1023.0	660.68	909.17	642.59	1111.82	836.53	934.76	813.63	1551.09	607.87	1051.79	785.88	915.51	854.13	967.76	1208.34	2224.63	854.13	713.11	525.39	1225.22	961.07	575.03	698.41	1991.0	1467.37
DEPDC1B	55789	10.71	14.24	7.82	19.11	9.13	7.4	8.99	45.53	3.63	6.46	8.38	3.72	36.53	11.13	11.47	13.42	6.41	15.11	4.35	10.63	8.51	16.27	11.64	6.57	5.77	6.46	8.0	10.71	30.12	3.99	6.36	4.17	8.06	6.21	10.96	16.75	4.98	13.12	8.58	6.41	70.01	16.88	6.21	11.73	3.89	8.0	1.27	9.27	9.93	11.55
ZNF792	126375	100.83	80.01	82.87	121.79	62.12	34.02	96.68	65.72	75.11	43.63	120.1	27.64	48.87	80.57	99.43	109.66	88.88	125.24	108.9	77.25	72.52	111.99	48.18	49.21	39.79	75.11	86.43	94.67	89.51	75.11	79.45	65.72	65.72	58.3	130.6	137.14	57.08	122.64	74.58	30.56	102.25	123.5	71.5	110.43	68.55	88.26	38.67	55.49	67.59	64.8
PLEKHM1	9842	551.56	486.75	607.87	543.96	543.96	563.18	665.29	591.22	723.08	532.74	540.19	860.08	620.67	612.11	327.56	536.45	647.07	547.75	579.04	647.07	638.15	587.13	665.29	414.87	753.83	624.99	620.67	525.39	607.87	599.49	708.18	551.56	603.67	633.73	521.76	713.11	595.34	543.96	536.45	693.58	563.18	599.49	708.18	769.69	660.68	665.29	603.67	432.53	693.58	532.74
XPOT	11260	551.56	447.82	486.75	603.67	507.46	303.44	379.04	547.75	363.56	414.87	559.28	454.09	406.31	447.82	406.31	529.06	447.82	543.96	579.04	381.68	579.04	417.77	420.68	397.93	327.56	603.67	454.09	629.35	540.19	387.02	392.44	438.59	518.15	361.04	647.07	629.35	358.54	529.06	412.0	318.57	624.99	543.96	373.81	473.41	429.54	361.04	356.05	429.54	376.41	414.87
LSM11	134353	39.5	30.34	33.54	46.84	36.53	19.39	42.41	24.63	25.54	26.28	49.21	24.46	28.45	28.24	30.34	37.05	30.12	40.93	44.25	27.44	39.79	39.5	32.36	21.16	28.86	46.18	40.93	50.98	35.5	29.91	32.36	31.22	34.02	20.71	42.41	47.17	26.47	44.89	34.26	26.28	52.08	53.19	30.56	35.5	40.93	35.5	34.51	25.17	31.0	26.47
IQUB	154865	42.71	18.29	13.03	28.86	130.6	27.25	32.59	13.72	42.71	10.55	22.75	21.47	4.28	35.76	15.45	78.34	38.95	9.7	19.25	4.66	49.91	9.41	3.56	10.55	4.1	40.64	12.83	9.41	30.56	3.86	13.83	39.5	8.65	38.4	39.22	39.22	15.0	13.52	54.33	18.7	25.17	8.99	12.55	3.69	7.51	7.28	3.82	4.39	10.16	98.04
SNIP1	79753	152.28	116.78	202.66	131.51	145.02	149.12	149.12	95.34	144.01	194.36	175.07	198.47	124.37	148.09	130.6	142.01	185.11	108.14	180.02	121.79	161.02	155.5	125.24	153.34	156.59	165.57	150.17	169.07	115.16	142.01	150.17	152.28	123.5	131.51	141.02	133.36	158.79	134.3	130.6	157.68	167.9	134.3	157.68	125.24	126.12	217.27	169.07	138.1	138.1	100.83
ZNF20	7568	91.41	80.01	72.52	62.56	147.06	57.89	120.1	58.3	91.41	58.71	58.71	46.5	38.67	68.55	69.52	81.14	57.49	11.3	52.82	45.85	101.54	28.65	40.93	37.85	37.32	85.82	63.45	36.53	46.18	38.95	76.71	55.89	33.78	74.06	112.77	70.51	52.45	69.03	88.88	20.11	89.51	57.49	36.27	56.68	26.67	25.35	45.53	42.41	52.45	146.03
GALNT4	8693	81.71	69.03	95.34	96.68	117.6	64.34	66.65	63.89	100.83	86.43	85.82	102.97	68.07	73.03	62.12	92.05	82.87	69.03	52.08	70.01	94.67	62.12	75.11	47.5	88.88	106.63	105.89	111.21	82.29	65.26	72.01	85.82	72.52	72.52	102.97	92.05	85.22	98.73	78.34	64.34	104.42	114.36	86.43	71.5	65.72	67.59	100.83	96.68	62.12	103.69
FAM83E	54854	470.14	397.93	441.64	473.41	651.58	258.57	373.81	414.87	616.37	607.87	384.34	457.25	567.1	665.29	242.88	307.69	438.59	412.0	231.32	361.04	334.46	587.13	325.29	242.88	400.71	325.29	497.0	191.67	571.05	521.76	571.05	529.06	454.09	764.36	244.57	256.78	406.31	232.94	764.36	536.45	334.46	198.47	503.95	341.51	674.59	521.76	417.77	336.79	454.09	612.11
SLC7A8	23428	555.41	599.49	961.07	941.27	808.0	563.18	902.89	896.64	624.99	656.11	684.02	384.34	1111.82	595.34	336.79	540.19	1111.82	555.41	480.04	1023.0	902.89	791.35	1175.27	325.29	1023.0	603.67	688.78	995.0	642.59	647.07	693.58	493.56	708.18	934.76	397.93	543.96	890.44	665.29	642.59	909.17	525.39	708.18	974.5	1051.79	688.78	743.43	1096.5	909.17	1151.06	633.73
ZNF554	115196	60.82	58.3	58.3	73.54	76.17	44.25	78.34	43.02	58.3	61.68	71.0	30.78	48.87	60.39	57.89	63.0	59.97	66.18	57.89	56.68	42.11	76.17	32.36	37.32	46.84	70.01	78.34	84.63	50.63	71.5	57.08	56.28	59.13	66.65	47.84	67.12	33.54	63.89	68.07	51.71	77.25	77.25	63.45	45.21	73.54	77.25	70.51	34.75	50.63	60.82
PQLC2	54896	295.11	403.5	301.33	289.02	287.01	387.02	320.8	371.22	320.8	279.14	244.57	220.32	366.09	351.14	275.28	291.04	314.17	339.14	217.27	329.84	273.37	368.65	312.0	258.57	341.51	212.78	277.2	236.21	309.83	379.04	429.54	297.17	351.14	397.93	212.78	323.03	412.0	269.6	299.25	323.03	320.8	316.37	329.84	277.2	361.04	325.29	334.46	323.03	387.02	329.84
RNF138	51444	277.2	384.34	363.56	318.57	381.68	540.19	289.02	366.09	283.05	353.59	312.0	457.25	279.14	275.28	351.14	381.68	318.57	327.56	497.0	253.23	476.71	343.89	373.81	426.57	299.25	376.41	356.05	470.14	366.09	251.48	248.0	325.29	307.69	224.97	379.04	327.56	343.89	356.05	249.73	289.02	457.25	368.65	285.03	373.81	260.38	470.14	346.29	299.25	343.89	267.73
ARPC1B	10095	7911.95	9409.14	7280.4	8840.04	7130.55	7537.18	6699.25	10368.08	8538.88	5403.7	7331.05	6561.36	8778.97	9606.86	8421.31	6561.36	8363.13	6840.04	5041.77	8963.45	9279.58	11909.94	9151.82	6037.61	7803.01	5555.65	6935.54	4450.27	8598.28	7382.04	7382.04	7331.05	8191.0	6887.62	6561.36	6792.79	6887.62	5594.3	7130.55	8022.41	9876.98	7180.15	7280.4	7749.1	7032.37	6121.9	5255.91	11664.82	9215.48	8718.32
TSSK6	83983	23.76	35.5	15.56	16.15	31.9	7.57	17.64	14.03	16.03	11.38	21.94	8.45	5.02	27.25	27.64	15.22	10.47	33.78	7.22	22.1	15.45	27.64	13.32	10.96	9.63	13.62	22.75	11.73	30.12	13.32	21.78	20.26	20.71	29.27	13.72	18.97	10.96	23.93	39.22	15.45	48.18	30.12	14.67	9.06	31.9	9.7	12.74	4.74	18.03	21.47
LINC00346	0	12.93	33.06	28.65	21.32	15.34	15.11	17.13	20.26	20.11	25.17	16.63	98.04	24.81	21.32	16.63	13.72	16.63	7.63	31.45	7.11	55.49	13.72	67.59	47.5	30.78	19.97	14.03	16.88	22.92	15.0	12.74	17.51	22.26	9.13	23.76	26.28	26.1	5.32	9.85	33.78	4.17	31.67	29.91	42.71	6.94	36.53	15.11	30.34	27.84	15.45
IFNA21	3452	0.95	1.55	0.44	1.51	0.93	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.97	0.0	1.66	2.03	0.91	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.89	0.0	0.93	0.91	0.0	0.0	0.0	3.2	0.0	0.0	0.93	0.0	0.0	0.45	0.0
BCDIN3D	144233	142.01	136.19	151.22	142.01	165.57	80.01	135.24	108.14	147.06	115.16	144.01	60.39	109.66	143.01	229.72	164.42	99.43	132.44	172.65	107.38	115.97	135.24	67.12	142.01	60.82	114.36	176.29	161.02	138.1	130.6	153.34	133.36	100.13	108.9	139.07	132.44	79.45	149.12	189.02	85.82	212.78	157.68	117.6	89.51	90.77	100.83	166.73	92.7	100.13	133.36
ADAM30	11085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR88	126248	2.34	5.96	0.43	3.92	6.31	0.78	2.36	4.03	3.47	2.03	1.57	0.0	2.01	1.17	1.58	2.61	0.84	1.23	3.47	2.16	0.82	2.97	3.06	1.13	0.8	3.38	3.41	2.71	1.5	2.34	1.22	2.61	2.58	1.95	1.14	5.41	0.42	2.32	1.89	3.92	4.74	2.76	1.95	1.89	0.42	1.93	0.0	1.16	1.64	1.14
P4HTM	54681	830.75	813.63	500.46	656.11	1111.82	698.41	954.43	647.07	723.08	599.49	688.78	703.28	591.22	974.5	909.17	884.29	647.07	642.59	497.0	583.07	785.88	693.58	497.0	679.29	624.99	555.41	813.63	529.06	733.19	674.59	825.0	848.22	607.87	1104.13	748.61	693.58	674.59	571.05	1023.0	813.63	624.99	665.29	743.43	555.41	665.29	708.18	599.49	490.14	708.18	1143.1
MDFI	4188	543.96	248.0	279.14	511.0	204.07	191.67	269.6	599.49	291.04	150.17	483.38	616.37	438.59	414.87	511.0	143.01	387.02	346.29	267.73	201.25	307.69	190.34	607.87	191.67	226.54	211.31	387.02	173.85	309.83	384.34	406.31	493.56	476.71	285.03	514.56	346.29	260.38	253.23	267.73	143.01	187.71	155.5	173.85	473.41	181.28	285.03	75.64	231.32	414.87	255.0
KIAA2022	340533	5.77	4.46	3.99	8.0	6.57	2.58	4.94	1.99	8.45	5.06	2.97	1.64	6.21	2.94	2.73	6.67	6.21	4.06	5.19	7.34	4.58	2.92	2.34	2.56	1.71	4.43	7.17	6.06	4.06	3.35	5.23	4.39	3.17	3.63	3.79	2.58	1.38	6.57	5.02	4.35	6.67	10.88	4.24	3.2	3.56	3.59	6.31	2.61	3.79	5.5
CHIC1	53344	81.14	85.82	96.68	93.35	82.87	52.45	61.25	61.68	68.07	111.99	84.04	70.51	67.59	67.12	55.49	78.89	85.82	90.77	112.77	76.17	79.45	59.97	81.71	53.19	54.72	110.43	91.41	115.97	83.45	76.17	56.68	77.79	84.63	57.08	105.15	105.89	55.49	82.87	70.01	74.06	106.63	102.25	84.04	94.01	63.89	72.01	81.71	82.29	51.35	51.35
SIX4	51804	42.41	32.59	10.16	44.25	89.51	18.97	43.02	15.22	41.22	23.76	27.64	24.46	13.22	34.26	9.06	48.52	47.17	10.71	21.32	9.27	60.82	17.51	17.13	5.54	9.85	37.85	14.14	10.71	32.13	4.54	18.03	29.27	26.67	37.05	29.27	34.26	10.79	12.74	45.53	9.63	20.71	6.41	6.21	4.66	2.41	9.56	12.45	5.02	11.91	65.72
FAM3D	131177	119.26	91.41	71.0	50.63	500.46	115.16	103.69	94.67	129.69	161.02	117.6	178.77	52.45	119.26	116.78	71.5	251.48	94.67	116.78	40.36	72.01	60.39	76.71	166.73	76.71	105.89	115.16	88.26	112.77	89.51	165.57	109.66	73.03	162.14	297.17	76.17	204.07	86.43	211.31	73.03	74.58	47.84	63.0	60.82	75.64	53.95	47.84	84.04	85.22	432.53
PBX3	5090	518.15	417.77	432.53	587.13	466.88	351.14	420.68	339.14	450.94	463.65	503.95	336.79	379.04	441.64	379.04	476.71	555.41	559.28	412.0	497.0	450.94	435.55	529.06	275.28	366.09	476.71	444.72	591.22	441.64	423.61	441.64	447.82	376.41	414.87	412.0	532.74	291.04	503.95	463.65	476.71	412.0	521.76	432.53	470.14	432.53	361.04	463.65	426.57	457.25	470.14
SEPW1	6415	11664.82	14163.58	8901.53	12329.98	11584.24	14262.1	11424.74	13215.02	12502.12	6983.79	11504.21	10883.59	10883.59	13399.51	20593.91	9409.14	6516.03	10225.32	11992.79	11424.74	10440.2	11827.67	8901.53	22535.88	9606.86	6207.38	10296.45	12076.21	14361.31	12943.04	12160.22	12160.22	10883.59	15075.35	12329.98	13586.57	9606.86	8479.89	12853.63	11664.82	7695.57	8363.13	10440.2	11745.96	14461.21	8191.0	8538.88	11909.94	7589.61	14461.21
THYN1	29087	1183.45	1498.22	884.29	967.76	1167.14	1135.2	1073.91	1407.55	954.43	934.76	1001.93	599.49	961.07	1175.27	1806.78	1151.06	1104.13	1104.13	1044.52	1111.82	902.89	909.17	967.76	1561.89	633.73	753.83	1023.0	1037.29	967.76	1167.14	1242.34	988.12	866.07	1001.93	1295.13	1096.5	647.07	1143.1	1066.48	928.3	1250.98	1191.69	796.86	830.75	921.88	759.08	1044.52	961.07	902.89	1277.29
C21orf49	0	55.49	27.44	21.01	23.42	28.86	17.64	35.76	9.93	21.01	39.5	23.93	24.46	18.29	43.63	15.56	47.84	35.5	36.01	18.56	24.63	21.47	14.89	17.51	28.04	6.52	28.45	25.54	46.84	14.35	34.26	28.24	23.59	15.68	20.71	36.79	21.32	11.73	26.67	42.71	21.78	33.3	35.76	13.03	24.28	33.3	20.56	13.72	10.63	21.63	40.93
ADAMTS12	81792	81.14	50.98	53.95	104.42	94.01	46.18	64.8	134.3	77.25	59.97	124.37	64.34	64.8	90.77	70.51	77.79	57.08	122.64	115.16	75.64	120.94	64.8	234.57	61.68	55.1	77.79	51.35	77.25	98.04	89.51	40.07	98.04	163.28	27.64	108.14	201.25	55.49	100.83	40.93	60.39	40.93	102.25	52.82	157.68	72.01	75.64	23.59	88.26	90.77	106.63
RPL29	6159	35856.82	46662.28	27938.14	26431.04	30999.42	44145.15	42054.3	52135.28	30999.42	26986.43	28723.62	24660.96	41188.81	28923.41	60304.42	27745.15	23656.34	33688.23	32994.92	37379.55	22850.48	28328.16	38164.99	51775.15	29531.18	25005.23	29531.18	32540.65	29531.18	41475.31	40621.74	28328.16	26248.46	37639.55	37901.36	28923.41	28328.16	31432.17	31215.04	34876.28	39510.91	32315.87	29327.18	29736.59	28923.41	25354.3	37121.34	37639.55	35118.87	26800.01
QSOX1	5768	6337.83	5954.47	4836.35	7749.1	5329.3	4972.34	6983.79	5517.27	7081.29	4736.79	5517.27	4210.15	6207.38	6250.56	5751.61	4769.75	3467.27	5479.15	5633.22	7695.57	6079.61	6207.38	5711.87	5041.77	6079.61	4181.07	5479.15	4268.94	5711.87	5555.65	6121.9	6294.04	6294.04	5995.9	4066.71	5441.3	5076.84	4239.45	5479.15	5995.9	3768.09	5147.73	6164.49	5954.47	5041.77	6207.38	5255.91	7537.18	5872.48	6561.36
CLEC18C	283971	3.82	3.03	1.99	0.0	6.01	0.0	0.62	4.94	1.99	2.53	4.21	2.71	2.03	0.0	2.46	3.66	3.44	1.57	0.0	3.2	5.63	1.48	0.0	1.01	3.72	2.36	2.41	4.24	5.77	2.46	5.23	4.1	5.77	5.59	1.91	3.17	1.5	0.0	5.45	0.0	3.2	1.57	3.79	1.04	9.06	2.86	4.7	0.6	11.04	2.32
